UserAgent,Parent,Browser,Version,MajorVersion,MinorVersion,Platform,AuthenticodeUpdate,CSSVersion,Frames,IFrames,Tables,Cookies,BackgroundSounds,VBScript,JavaScript,JavaApplets,ActiveXControls,CDF,AOL,Beta,Win16,Crawler,Stripper,WAP,NetCLR
[SpankBot*],Website Strippers,SpankBot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[spanner*],Website Strippers,spanner,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SpeedDownload/*],Website Strippers,Speed Download,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[sprocket/* (mediation library by Ka-Ping Yee, ping@lfw.org)],Website Strippers,Sprocket,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SSM Agent 1.0],Website Strippers,SSM Agent,1.0,1,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Star Downloader*],Website Strippers,Star Downloader,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Steeler/*],Website Strippers,Steeler,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[stest-metacarta-bot (larbin2.6.2@unspecified.mail)],Website Strippers,Larbin,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SuperBot/3.0 (Win32)],Website Strippers,SuperBot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SuperHTTP/*],Website Strippers,SuperHTTP,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SurveyBot/2.2*],Website Strippers,SurveyBot,2.2,2,2,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[suzuran*],Website Strippers,suzuran,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SynoBot],Website Strippers,SynoBot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Szukacz/*],Website Strippers,Szukacz,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Tcl http client package*],Website Strippers,Tcl http client package,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Teleport*],Website Strippers,Teleport,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[TeleportPro*],Website Strippers,TeleportPro,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Telesoft*],Website Strippers,Telesoft,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[TheInformant*],Website Strippers,TheInformant,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[TheNomad*],Website Strippers,TheNomad,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[TightTwatBot*],Website Strippers,TightTwatBot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[toCrawl/UrlDispatcher*],Website Strippers,toCrawl/UrlDispatcher,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[tom bot],Website Strippers,Unknown Browser,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[True_Robot*],Website Strippers,True_Robot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[TSW Bot*],Website Strippers,TSW Bot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[turingos*],Website Strippers,turingos,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[TurnitinBot/*],Website Strippers,TurnitinBot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Undisclosed],Website Strippers,Unknown Browser,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[URL Control*],Website Strippers,URL Control,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[URL Spider SQL v1.0 (http://www.innerprise.net/robot/index.asp)],Website Strippers,Enterprise Search,1.0,1,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[URLy Warning*],Website Strippers,URLy Warning,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[VB OpenUrl*],Website Strippers,VB OpenUrl,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[VCI WebViewer VCI WebViewer Win32],Website Strippers,VCI WebViewer,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[VCIKJZDDLS*],Website Strippers,Unknown,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[vobsub],Website Strippers,vobsub,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[W3C-checklink/*],Website Strippers,Fake W3C Link Checker,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Web Downloader*],Website Strippers,Web Downloader,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Web Downloader/*],Website Strippers,Web Downloader,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Web Image Collector*],Website Strippers,Web Image Collector,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Web Magnet*],Website Strippers,Web Magnet,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebAuto*],Website Strippers,WebAuto,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[webbandit/*],Website Strippers,webbandit,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Webclipping.com],Website Strippers,Webclipping.com,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[webcollage*],Website Strippers,Web Collage,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebCopier*],Website Strippers,WebCopier,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebDownloader*],Website Strippers,WebDownloader,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Webdup/*],Website Strippers,Webdup,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebEnhancer*],Website Strippers,WebEnhancer,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebFetch],Website Strippers,WebFetch,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[webfetch/*],Website Strippers,WebFetch,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebGatherer 3.0],Website Strippers,WebGatherer,3.0,3,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[weblife*],Website Strippers,WebLife,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebMiner*],Website Strippers,WebMiner,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebPix 1.0 (www.netwu.com)],Website Strippers,Custo,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebReaper*],Website Strippers,WebReaper,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebSauger*],Website Strippers,WebSauger,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Website Quester],Website Strippers,Website Quester,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebsiteExtractor*],Website Strippers,Website eXtractor,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebSnatcher*],Website Strippers,WebSnatcher,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Webster Pro*],Website Strippers,Webster Pro,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebStripper*],Website Strippers,WebStripper,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebWhacker*],Website Strippers,WebWhacker,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebZIP/*],Website Strippers,WebZIP,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebZone*],Website Strippers,WebZone,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Wget*],Website Strippers,Wget,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WhizBang],Website Strippers,WhizBang,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Wildsoft Surfer],Website Strippers,Wildsoft Surfer,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WiseWire*],Website Strippers,WiseWire-Widow,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[www.hitwise.com*],Website Strippers,HitWise,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WWWC/1.*],Website Strippers,,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[xChaos_Arachne/4.1.70;rev.3 (DOS x86;WATTCP/1.05; 640x480,16c; www.arachne.cz)],Website Strippers,,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[xEdit 2.0],Website Strippers,xEdit,2.0,2,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Xenu Link Sleuth*],Website Strippers,Xenu's Link Sleuth,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Zao/0.1 (http://www.kototoi.org/zao/)],Website Strippers,Zao,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Zeus*],Website Strippers,Zeus,,,,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Amaya],Amaya,Amaya,,,,,,default,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[amaya/5.0*],Amaya,,5.0,5,0,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/5.1*],Amaya,,5.1,5,1,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/5.2*],Amaya,,5.2,5,2,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/5.3*],Amaya,,5.3,5,3,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/6.0*],Amaya,,6.0,6,0,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/6.1*],Amaya,,6.1,6,1,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/6.2*],Amaya,,6.2,6,2,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/6.3*],Amaya,,6.3,6,3,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/6.4*],Amaya,,6.4,6,4,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/7.0*],Amaya,,,7.0,7,,0,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/7.1*],Amaya,,7.1,7,1,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/7.2*],Amaya,,7.2,7,2,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amaya/8.0*],Amaya,,8.0,8,0,,,2,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AOL16],AOL16,AOL16,3.0,3,0,,,0,true,false,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false
[Mozilla/2.0 * (Compatible; AOL-IWENG 3.0; Win16)],AOL16,,,,,Win16,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,false,false,false,false
[Mozilla/2.0 * (Compatible; AOL-IWENG 3.1; Win16)],AOL16,,3.1,3,1,Win16,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AWeb],AWeb,Aweb,,,,Amiga,,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[Amiga-AWeb/3.0*],AWeb,,3.0,3,0,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Amiga-AWeb/3.1*],AWeb,,3.1,3,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Amiga-AWeb/3.2*],AWeb,,3.2,3,2,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Amiga-AWeb/3.3*],AWeb,,3.3,3,3,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Amiga-AWeb/3.4*],AWeb,,3.4,3,4,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Amiga-AWeb/3.9*],AWeb,,3.9,3,9,Amiga,,default,default,default,default,default,default,default,true,default,default,default,default,default,default,default,default,default,default
[AmigaVoyager/1.0],AWeb,,1.0,1,0,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AmigaVoyager/2.95 (AmigaOS/MC680x0)],AWeb,Amiga Voyager,2.95,2,95,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AmigaVoyager/3.* (AmigaOS/MC680x0)],AWeb,Amiga Voyager,3.0,3,0,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE 5.5; Amiga-AWeb/3.4APL)],AWeb,,3.4,3,4,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[CompuServe],CompuServe,CompuServe,,,,,,2,true,true,true,true,false,false,true,false,true,false,true,false,false,false,false,false,false
[Mozilla/5.0 (Windows; ?; Win98; *; rv:0.9.4.2) Gecko/???????? CS 2000 7.0/7.0],CompuServe,,7.0,7,0,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Dillo],Dillo,Dillo,,,,Linux,,2,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[Dillo/0.6.6],Dillo,,0.6.6,0,6.6,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Dillo/0.7.2],Dillo,,0.7.2,0,7.2,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Doris],Doris,Doris Browser,,,,,,default,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[Doris/1.10 * (Symbian)],Doris,,1.10,1,10,SymbianOS,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Dreamcast],Dreamcast,Sega Dreamcast,,,,Sega,,0,false,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/3.0 (compatible; Planetweb/1.125 JS SSL US Gold; Dreamcast US)],Dreamcast,,3,3,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Planetweb/2.606 JS SSL VoIP US; Dreamcast US)],Dreamcast,,2.6,2,6,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Emacs/W3],Emacs/W3,Emacs/W3,,,,,,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[Emacs/W3/2.* (Unix*],Emacs/W3,,2.0,2,0,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Emacs/W3/2.* (X11*],Emacs/W3,,2.0,2,0,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Emacs/W3/3.* (Unix*],Emacs/W3,,3.0,3,0,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Emacs/W3/3.* (X11*],Emacs/W3,,3.0,3,0,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Emacs/W3/4.* (Unix*],Emacs/W3,,4.0,4,0,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Emacs/W3/4.* (X11*],Emacs/W3,,4.0,4,0,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[FrontPage],FrontPage,MS FrontPage,,,,,,0,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
[Mozilla/2.0 (compatible; FrontPage Express 2.0)],FrontPage,FrontPage Express,2,2,0,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MS FrontPage 2.0)],FrontPage,FrontPage 97,2,2,0,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MS FrontPage 3.0)],FrontPage,FrontPage 98,3,3,0,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MS FrontPage 4.0)],FrontPage,FrontPage 2000,4,4,0,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MS FrontPage 5.0)],FrontPage,FrontPage 2002,5.0,5,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MS FrontPage 6.0)],FrontPage,FrontPage XP,6.0,6,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[IBrowse],IBrowse,Ibrowse,,,,Amiga,,0,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false
[Arexx (compatible; MSIE 6.0; AmigaOS5.0) IBrowse 4.0],IBrowse,,4.0,4,0,Amiga,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[IBrowse/1.22 (AmigaOS 3.1)],IBrowse,,1.22,1,22,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[IBrowse/2.1 (AmigaOS 3.1)],IBrowse,,2.1,2,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[IBrowse/2.2 (AmigaOS 3.1)],Ibrowse,,2.2,2,2,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Konqueror],Konqueror,Konqueror,,,,,,2,true,false,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false
[Konqueror/1.1*],Konqueror,,1.1,1,1,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Konqueror/2.1*],Konqueror,,2.1,2,1,Unix,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Konqueror/2.2*],Konqueror,,2.2,2,2,Unix,,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default,default,default,default
[Konqueror/3*],Konqueror,,3.0,3,0,Unix,,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/2.1*; Linux)],Konqueror,,2.1,2,1,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/2.1*; X11)],Konqueror,,2.1,2,1,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/2.2*; FreeBSD)],Konqueror,,2.2,2,2,FreeBSD,,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/2.2*; Linux)],Konqueror,,2.2,2,2,Linux,,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/2.2*; X11)],Konqueror,,2.2,2,2,Linux,,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/3.0*; *FreeBSD*)],Konqueror,,3.0,3,0,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/3.0*; *Linux*)],Konqueror,,3.0,3,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/3.0*; X11*)],Konqueror,,3.0,3,0,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/3.1*; *FreeBSD*)],Konqueror,,3.1,3,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/3.1*; *Linux*)],Konqueror,,3.1,3,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (compatible; Konqueror/3.1*; X11*)],Konqueror,,3.1,3,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Liberate],Liberate,Liberate TV Navigator,,,,Liberate,,0,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false
[Mozilla/3.0 (Liberate DTV 1.1)],Liberate,,1.1,1,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 (Liberate DTV 1.2)],Liberate,,1.2,1,2,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[NetCaptor 7.0],NetCaptor 7.0,NetCaptor,7.0,7,0,,,1,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
[Mozilla/4.0 (compatible; MSIE*Windows 95*NetCaptor 7.0*)],NetCaptor 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows 95*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows 98*NetCaptor 7.0*)],NetCaptor 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows 98*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows 98; Win 9x 4.90*NetCaptor 7.0*)],NetCaptor 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows 98; Win 9x 4.90*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT 4.0*NetCaptor 7.0*)],NetCaptor 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT 4.0*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.0*NetCaptor 7.0*)],NetCaptor 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.0*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.1*NetCaptor 7.0*)],NetCaptor 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.1*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT*NetCaptor 7.0*)],NetCaptor 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT*NetCaptor 7.0*.NET CLR*)],NetCaptor 7.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[NetCaptor 7.1],NetCaptor 7.1,NetCaptor,7.1,7,1,,,0,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false
[Mozilla/4.0 (compatible; MSIE*Windows 95*NetCaptor 7.1*)],NetCaptor 7.1,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows 95*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows 98*NetCaptor 7.1*)],NetCaptor 7.1,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows 98*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows 98; Win 9x 4.90*NetCaptor 7.1*)],NetCaptor 7.1,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows 98; Win 9x 4.90*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT 4.0*NetCaptor 7.1*)],NetCaptor 7.1,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT 4.0*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.0*NetCaptor 7.1*)],NetCaptor 7.1,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.0*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.1*NetCaptor 7.1*)],NetCaptor 7.1,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT 5.1*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Mozilla/4.0 (compatible; MSIE*Windows NT*NetCaptor 7.1*)],NetCaptor 7.1,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 (compatible; MSIE*Windows NT*NetCaptor 7.1*.NET CLR*)],NetCaptor 7.1,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,true
[Netpliance],Netpliance,Netpliance,,,,,,0,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false
